State,District,Schooltype,Schoolrating,SchoolName,Count
Colorado,COLORADO SPRINGS 11,Elementary Schools,C - Grade Schools,ROOSEVELT EDISON CHARTER SCHOOL,1
Colorado,COLORADO SPRINGS 11,Elementary Schools,C - Grade Schools,MONROE ELEMENTARY SCHOOL,1
Colorado,COLORADO SPRINGS 11,Elementary Schools,C - Grade Schools,MIDLAND ELEMENTARY SCHOOL,1
Colorado,COLORADO SPRINGS 11,Elementary Schools,C - Grade Schools,KING ELEMENTARY SCHOOL,1
Colorado,COLORADO SPRINGS 11,Elementary Schools,C - Grade Schools,TWAIN ELEMENTARY SCHOOL,1
Colorado,COLORADO SPRINGS 11,Elementary Schools,C - Grade Schools,MADISON ELEMENTARY SCHOOL,1
Colorado,COLORADO SPRINGS 11,Elementary Schools,C - Grade Schools,JACKSON ELEMENTARY SCHOOL,1
Colorado,COLORADO SPRINGS 11,Elementary Schools,C - Grade Schools,HUNT ELEMENTARY SCHOOL,1
Colorado,COLORADO SPRINGS 11,Elementary Schools,C - Grade Schools,AUDUBON ELEMENTARY SCHOOL,1
Colorado,COLORADO SPRINGS 11,Elementary Schools,C - Grade Schools,QUEEN PALMER ELEMENTARY SCHOOL,1
Colorado,COLORADO SPRINGS 11,Elementary Schools,C - Grade Schools,MARTINEZ ELEMENTARY SCHOOL,1
Colorado,COLORADO SPRINGS 11,Elementary Schools,C - Grade Schools,GRANT ELEMENTARY SCHOOL,1
Colorado,COLORADO SPRINGS 11,Elementary Schools,C - Grade Schools,BUENA VISTA ELEMENTARY SCHOOL,1
Colorado,COLORADO SPRINGS 11,Elementary Schools,D - Grade Schools,ACADEMY FOR ADVANCED AND CREATIVE LEARNING,1
Colorado,COLORADO SPRINGS 11,Elementary Schools,D - Grade Schools,WEST ELEMENTARY SCHOOL,1
Colorado,COLORADO SPRINGS 11,Elementary Schools,D - Grade Schools,TRAILBLAZER ELEMENTARY SCHOOL,1
Colorado,COLORADO SPRINGS 11,Elementary Schools,D - Grade Schools,PENROSE ELEMENTARY SCHOOL,1
Colorado,COLORADO SPRINGS 11,Elementary Schools,F - Grade Schools,SPACE TECHNOLOGY AND ARTS ACADEMY (STAR ACADEMY),1
Colorado,COLORADO SPRINGS 11,Elementary Schools,F - Grade Schools,HENRY ELEMENTARY SCHOOL,1
Colorado,COLORADO SPRINGS 11,Elementary Schools,F - Grade Schools,BATES ELEMENTARY SCHOOL,1
Colorado,COLORADO SPRINGS 11,High Schools,B - Grade Schools,PALMER HIGH SCHOOL,1
Colorado,COLORADO SPRINGS 11,High Schools,C - Grade Schools,MITCHELL HIGH SCHOOL,1
Colorado,COLORADO SPRINGS 11,High Schools,C - Grade Schools,DOHERTY HIGH SCHOOL,1
Colorado,COLORADO SPRINGS 11,High Schools,C - Grade Schools,CIVA CHARTER ACADEMY,1
Colorado,COLORADO SPRINGS 11,High Schools,D - Grade Schools,CORONADO HIGH SCHOOL,1
Colorado,COLORADO SPRINGS 11,High Schools,D - Grade Schools,WASSON HIGH SCHOOL,1
Colorado,COLORADO SPRINGS 11,High Schools,F - Grade Schools,ACHIEVEK12,1
Colorado,COLORADO SPRINGS 11,Middle Schools,B - Grade Schools,SPACE TECHNOLOGY AND ARTS ACADEMY (STAR ACADEMY),1
Colorado,COLORADO SPRINGS 11,Middle Schools,B - Grade Schools,HOLMES MIDDLE SCHOOL,1
Colorado,COLORADO SPRINGS 11,Middle Schools,C - Grade Schools,WEST INTERGENERATIONAL CENTER,1
Colorado,COLORADO SPRINGS 11,Middle Schools,C - Grade Schools,RUSSELL MIDDLE SCHOOL,1
Colorado,COLORADO SPRINGS 11,Middle Schools,C - Grade Schools,JENKINS MIDDLE SCHOOL,1
Colorado,COLORADO SPRINGS 11,Middle Schools,C - Grade Schools,MANN MIDDLE SCHOOL,1
Colorado,COLORADO SPRINGS 11,Middle Schools,C - Grade Schools,GALILEO SCHOOL OF MATH AND SCIENCE,1
Colorado,COLORADO SPRINGS 11,Middle Schools,C - Grade Schools,ACADEMY FOR ADVANCED AND CREATIVE LEARNING,1
Colorado,COLORADO SPRINGS 11,Middle Schools,D - Grade Schools,JACK SWIGERT AEROSPACE ACADEMY,1
Colorado,COLORADO SPRINGS 11,Middle Schools,D - Grade Schools,SABIN MIDDLE SCHOOL,1
Colorado,COLORADO SPRINGS 11,Middle Schools,D - Grade Schools,NORTH MIDDLE SCHOOL,1
Colorado,COLORADO SPRINGS 11,Middle Schools,F - Grade Schools,ACHIEVEK12,1
Colorado,COTOPAXI RE-3,Elementary Schools,B - Grade Schools,COTOPAXI ELEMENTARY SCHOOL,1
Colorado,COTOPAXI RE-3,High Schools,B - Grade Schools,COTOPAXI JUNIOR-SENIOR HIGH SCHOOL,1
Colorado,COTOPAXI RE-3,Middle Schools,A - Grade Schools,COTOPAXI JUNIOR-SENIOR HIGH SCHOOL,1
Colorado,CREEDE SCHOOL DISTRICT,Elementary Schools,F - Grade Schools,LAMB ELEMENTARY SCHOOL,1
Colorado,CREEDE SCHOOL DISTRICT,High Schools,B - Grade Schools,CREEDE MIDDLE/HIGH SCHOOL,1
Colorado,CREEDE SCHOOL DISTRICT,Middle Schools,C - Grade Schools,CREEDE MIDDLE/HIGH SCHOOL,1
Colorado,CRIPPLE CREEK-VICTOR RE-1,Elementary Schools,C - Grade Schools,CRESSON ELEMENTARY SCHOOL,1
Colorado,CRIPPLE CREEK-VICTOR RE-1,High Schools,B - Grade Schools,CRIPPLE CREEK-VICTOR JUNIOR-SENIOR HIGH SCHOOL,1
Colorado,CRIPPLE CREEK-VICTOR RE-1,Middle Schools,C - Grade Schools,CRIPPLE CREEK-VICTOR JUNIOR-SENIOR HIGH SCHOOL,1
Colorado,CROWLEY COUNTY RE-1-J,Elementary Schools,C - Grade Schools,CROWLEY COUNTY ELEMENTARY SCHOOL,1
Colorado,CROWLEY COUNTY RE-1-J,High Schools,D - Grade Schools,CROWLEY COUNTY HIGH SCHOOL,1
Colorado,CROWLEY COUNTY RE-1-J,Middle Schools,C - Grade Schools,CROWLEY COUNTY WARD MIDDLE SCHOOL,1
Colorado,CUSTER COUNTY SCHOOL DISTRICT C-1,Elementary Schools,C - Grade Schools,CUSTER COUNTY ELEMENTARY SCHOOL,1
Colorado,CUSTER COUNTY SCHOOL DISTRICT C-1,High Schools,B - Grade Schools,CUSTER COUNTY HIGH SCHOOL,1
Colorado,CUSTER COUNTY SCHOOL DISTRICT C-1,Middle Schools,B - Grade Schools,CUSTER MIDDLE SCHOOL,1
Colorado,DE BEQUE 49JT,Elementary Schools,C - Grade Schools,DE BEQUE ELEMENTARY SCHOOL,1
Colorado,DE BEQUE 49JT,High Schools,C - Grade Schools,DE BEQUE UNDIVIDED HIGH SCHOOL,1
Colorado,DE BEQUE 49JT,Middle Schools,D - Grade Schools,DE BEQUE UNDIVIDED HIGH SCHOOL,1
Colorado,DEER TRAIL 26J,Elementary Schools,C - Grade Schools,DEER TRAIL ELEMENTARY SCHOOL,1
Colorado,DEER TRAIL 26J,High Schools,C - Grade Schools,DEER TRAIL JUNIOR-SENIOR HIGH SCHOOL,1
Colorado,DEER TRAIL 26J,Middle Schools,F - Grade Schools,DEER TRAIL JUNIOR-SENIOR HIGH SCHOOL,1
Colorado,DEL NORTE C-7,Elementary Schools,D - Grade Schools,UNDERWOOD ELEMENTARY SCHOOL,1
Colorado,DEL NORTE C-7,High Schools,C - Grade Schools,DEL NORTE HIGH SCHOOL,1
Colorado,DEL NORTE C-7,Middle Schools,A - Grade Schools,DEL NORTE MIDDLE SCHOOL,1
Colorado,DELTA COUNTY 50(J),Elementary Schools,A - Grade Schools,PAONIA ELEMENTARY SCHOOL,1
Colorado,DELTA COUNTY 50(J),Elementary Schools,A - Grade Schools,NORTH FORK MONTESSORI SCHOOL,1
Colorado,DELTA COUNTY 50(J),Elementary Schools,B - Grade Schools,LINCOLN ELEMENTARY SCHOOL,1
Colorado,DELTA COUNTY 50(J),Elementary Schools,C - Grade Schools,CEDAREDGE ELEMENTARY SCHOOL,1
Colorado,DELTA COUNTY 50(J),Elementary Schools,C - Grade Schools,HOTCHKISS ELEMENTARY SCHOOL,1
Colorado,DELTA COUNTY 50(J),Elementary Schools,C - Grade Schools,GARNET MESA ELEMENTARY SCHOOL,1
Colorado,DELTA COUNTY 50(J),Elementary Schools,C - Grade Schools,DELTA ACADEMY OF APPLIED LEARNING,1
Colorado,DELTA COUNTY 50(J),Elementary Schools,C - Grade Schools,CRAWFORD ELEMENTARY SCHOOL,1
Colorado,DELTA COUNTY 50(J),Elementary Schools,C - Grade Schools,NORTH FORK VISION SCHOOL,1
Colorado,DELTA COUNTY 50(J),Elementary Schools,C - Grade Schools,SURFACE CREEK VISION SCHOOL,1
Colorado,DELTA COUNTY 50(J),Elementary Schools,D - Grade Schools,DELTA VISION SCHOOL,1
Colorado,DELTA COUNTY 50(J),High Schools,A - Grade Schools,NORTH FORK VISION SCHOOL,1
Colorado,DELTA COUNTY 50(J),High Schools,B - Grade Schools,CEDAREDGE HIGH SCHOOL,1
Colorado,DELTA COUNTY 50(J),High Schools,B - Grade Schools,PAONIA HIGH SCHOOL,1
Colorado,DELTA COUNTY 50(J),High Schools,C - Grade Schools,HOTCHKISS HIGH SCHOOL,1
Colorado,DELTA COUNTY 50(J),High Schools,C - Grade Schools,SURFACE CREEK VISION SCHOOL,1
Colorado,DELTA COUNTY 50(J),High Schools,C - Grade Schools,DELTA VISION SCHOOL,1
Colorado,DELTA COUNTY 50(J),High Schools,C - Grade Schools,DELTA HIGH SCHOOL,1
Colorado,DELTA COUNTY 50(J),Middle Schools,B - Grade Schools,NORTH FORK VISION SCHOOL,1
Colorado,DELTA COUNTY 50(J),Middle Schools,B - Grade Schools,DELTA ACADEMY OF APPLIED LEARNING,1
Colorado,DELTA COUNTY 50(J),Middle Schools,B - Grade Schools,CEDAREDGE MIDDLE SCHOOL,1
Colorado,DELTA COUNTY 50(J),Middle Schools,C - Grade Schools,SURFACE CREEK VISION SCHOOL,1
Colorado,DELTA COUNTY 50(J),Middle Schools,C - Grade Schools,DELTA VISION SCHOOL,1
Colorado,DELTA COUNTY 50(J),Middle Schools,C - Grade Schools,DELTA MIDDLE SCHOOL,1
Colorado,DELTA COUNTY 50(J),Middle Schools,C - Grade Schools,HOTCHKISS ELEMENTARY SCHOOL,1
Colorado,DELTA COUNTY 50(J),Middle Schools,D - Grade Schools,PAONIA HIGH SCHOOL,1
Colorado,DENVER COUNTY 1,Elementary Schools,A - Grade Schools,STECK ELEMENTARY SCHOOL,1
Colorado,DENVER COUNTY 1,Elementary Schools,A - Grade Schools,MC MEEN ELEMENTARY SCHOOL,1
Colorado,DENVER COUNTY 1,Elementary Schools,A - Grade Schools,KIPP SUNSHINE PEAK ACADEMY,1
Colorado,DENVER COUNTY 1,Elementary Schools,A - Grade Schools,POLARIS AT EBERT ELEMENTARY SCHOOL,1
Colorado,DENVER COUNTY 1,Elementary Schools,A - Grade Schools,BRADLEY ELEMENTARY SCHOOL,1
Colorado,DENVER COUNTY 1,Elementary Schools,A - Grade Schools,UNIVERSITY PARK ELEMENTARY SCHOOL,1
Colorado,DENVER COUNTY 1,Elementary Schools,A - Grade Schools,PLACE BRIDGE ACADEMY,1
Colorado,DENVER COUNTY 1,Elementary Schools,A - Grade Schools,PALMER ELEMENTARY SCHOOL,1
Colorado,DENVER COUNTY 1,Elementary Schools,A - Grade Schools,NEWLON ELEMENTARY SCHOOL,1
Colorado,DENVER COUNTY 1,Elementary Schools,A - Grade Schools,MCGLONE ELEMENTARY SCHOOL,1
Colorado,DENVER COUNTY 1,Elementary Schools,A - Grade Schools,LINCOLN ELEMENTARY SCHOOL,1
Colorado,DENVER COUNTY 1,Elementary Schools,A - Grade Schools,KNAPP ELEMENTARY SCHOOL,1
Colorado,DENVER COUNTY 1,Elementary Schools,A - Grade Schools,GREEN VALLEY ELEMENTARY SCHOOL,1
Colorado,DENVER COUNTY 1,Elementary Schools,A - Grade Schools,DOULL ELEMENTARY SCHOOL,1
Colorado,DENVER COUNTY 1,Elementary Schools,A - Grade Schools,CORY ELEMENTARY SCHOOL,1
Colorado,DENVER COUNTY 1,Elementary Schools,A - Grade Schools,SLAVENS K-8 SCHOOL,1
Colorado,DENVER COUNTY 1,Elementary Schools,A - Grade Schools,PARK HILL SCHOOL,1
Colorado,DENVER COUNTY 1,Elementary Schools,B - Grade Schools,WILLIAM (BILL) ROBERTS K-8 SCHOOL,1
Colorado,DENVER COUNTY 1,Elementary Schools,B - Grade Schools,MC KINLEY-THATCHER ELEMENTARY SCHOOL,1
Colorado,DENVER COUNTY 1,Elementary Schools,B - Grade Schools,GUST ELEMENTARY SCHOOL,1
Colorado,DENVER COUNTY 1,Elementary Schools,B - Grade Schools,WESTERLY CREEK ELEMENTARY,1
Colorado,DENVER COUNTY 1,Elementary Schools,B - Grade Schools,STEELE ELEMENTARY SCHOOL,1
Colorado,DENVER COUNTY 1,Elementary Schools,B - Grade Schools,STEDMAN ELEMENTARY SCHOOL,1
Colorado,DENVER COUNTY 1,Elementary Schools,B - Grade Schools,SOUTHMOOR ELEMENTARY SCHOOL,1
Colorado,DENVER COUNTY 1,Elementary Schools,B - Grade Schools,CHARLES M. SCHENCK (CMS) COMMUNITY SCHOOL,1
Colorado,DENVER COUNTY 1,Elementary Schools,B - Grade Schools,OMAR D BLAIR CHARTER SCHOOL,1
Colorado,DENVER COUNTY 1,Elementary Schools,B - Grade Schools,MOORE K-8 SCHOOL,1
Colorado,DENVER COUNTY 1,Elementary Schools,B - Grade Schools,MONTCLAIR ELEMENTARY SCHOOL,1
Colorado,DENVER COUNTY 1,Elementary Schools,B - Grade Schools,HALLETT FUNDAMENTAL ACADEMY,1
Colorado,DENVER COUNTY 1,Elementary Schools,B - Grade Schools,KIPP MONTBELLO COLLEGE PREP,1
Colorado,DENVER COUNTY 1,Elementary Schools,B - Grade Schools,HIGHLINE ACADEMY CHARTER SCHOOL,1
Colorado,DENVER COUNTY 1,Elementary Schools,B - Grade Schools,GODSMAN ELEMENTARY SCHOOL,1
Colorado,DENVER COUNTY 1,Elementary Schools,B - Grade Schools,GARDEN PLACE ELEMENTARY SCHOOL,1
Colorado,DENVER COUNTY 1,Elementary Schools,B - Grade Schools,FORCE ELEMENTARY SCHOOL,1
Colorado,DENVER COUNTY 1,Elementary Schools,B - Grade Schools,FAIRVIEW ELEMENTARY SCHOOL,1
Colorado,DENVER COUNTY 1,Elementary Schools,B - Grade Schools,EAGLETON ELEMENTARY SCHOOL,1
Colorado,DENVER COUNTY 1,Elementary Schools,B - Grade Schools,DENISON MONTESSORI SCHOOL,1
Colorado,DENVER COUNTY 1,Elementary Schools,B - Grade Schools,CARSON ELEMENTARY SCHOOL,1
Colorado,DENVER COUNTY 1,Elementary Schools,B - Grade Schools,BROMWELL ELEMENTARY SCHOOL,1
Colorado,DENVER COUNTY 1,Elementary Schools,B - Grade Schools,VALDEZ ELEMENTARY SCHOOL,1
Colorado,DENVER COUNTY 1,Elementary Schools,B - Grade Schools,ASBURY ELEMENTARY SCHOOL,1
Colorado,DENVER COUNTY 1,Elementary Schools,B - Grade Schools,SABIN WORLD SCHOOL,1
Colorado,DENVER COUNTY 1,Elementary Schools,B - Grade Schools,PIONEER CHARTER SCHOOL,1
Colorado,DENVER COUNTY 1,Elementary Schools,B - Grade Schools,ACADEMIA ANA MARIE SANDOVAL,1
Colorado,DENVER COUNTY 1,Elementary Schools,B - Grade Schools,GREENWOOD ECE-8,1
Colorado,DENVER COUNTY 1,Elementary Schools,B - Grade Schools,GRANT RANCH K-8 SCHOOL,1
Colorado,DENVER COUNTY 1,Elementary Schools,B - Grade Schools,BRYANT WEBSTER K-8 SCHOOL,1
Colorado,DENVER COUNTY 1,Elementary Schools,C - Grade Schools,WHITTIER K-8 SCHOOL,1
Colorado,DENVER COUNTY 1,Elementary Schools,C - Grade Schools,CASTRO ELEMENTARY SCHOOL,1
Colorado,DENVER COUNTY 1,Elementary Schools,C - Grade Schools,SAMUELS ELEMENTARY SCHOOL,1
Colorado,DENVER COUNTY 1,Elementary Schools,C - Grade Schools,PITT-WALLER K-8 SCHOOL,1
Colorado,DENVER COUNTY 1,Elementary Schools,C - Grade Schools,MAXWELL ELEMENTARY SCHOOL,1
Colorado,DENVER COUNTY 1,Elementary Schools,C - Grade Schools,MARRAMA ELEMENTARY SCHOOL,1
Colorado,DENVER COUNTY 1,Elementary Schools,C - Grade Schools,KAISER ELEMENTARY SCHOOL,1
Colorado,DENVER COUNTY 1,Elementary Schools,C - Grade Schools,HOLM ELEMENTARY SCHOOL,1
Colorado,DENVER COUNTY 1,Elementary Schools,C - Grade Schools,HARRINGTON ELEMENTARY SCHOOL,1
Colorado,DENVER COUNTY 1,Elementary Schools,C - Grade Schools,GOLDRICK ELEMENTARY SCHOOL,1
Colorado,DENVER COUNTY 1,Elementary Schools,C - Grade Schools,ARCHULETA ELEMENTARY SCHOOL,1
Colorado,DENVER COUNTY 1,Elementary Schools,C - Grade Schools,ELLIS ELEMENTARY SCHOOL,1
Colorado,DENVER COUNTY 1,Elementary Schools,C - Grade Schools,EDISON ELEMENTARY SCHOOL,1
Colorado,DENVER COUNTY 1,Elementary Schools,C - Grade Schools,COWELL ELEMENTARY SCHOOL,1
Colorado,DENVER COUNTY 1,Elementary Schools,C - Grade Schools,BARNUM ELEMENTARY SCHOOL,1
Colorado,DENVER COUNTY 1,Elementary Schools,C - Grade Schools,VALVERDE ELEMENTARY SCHOOL,1
Colorado,DENVER COUNTY 1,Elementary Schools,C - Grade Schools,TRAYLOR ELEMENTARY SCHOOL,1
Colorado,DENVER COUNTY 1,Elementary Schools,C - Grade Schools,TELLER ELEMENTARY SCHOOL,1
Colorado,DENVER COUNTY 1,Elementary Schools,C - Grade Schools,SWANSEA ELEMENTARY SCHOOL,1
Colorado,DENVER COUNTY 1,Elementary Schools,C - Grade Schools,SCHMITT ELEMENTARY SCHOOL,1
Colorado,DENVER COUNTY 1,Elementary Schools,C - Grade Schools,MUNROE ELEMENTARY SCHOOL,1
Colorado,DENVER COUNTY 1,Elementary Schools,C - Grade Schools,LOWRY ELEMENTARY SCHOOL,1
Colorado,DENVER COUNTY 1,Elementary Schools,C - Grade Schools,KUNSMILLER CREATIVE ARTS ACADEMY,1
Colorado,DENVER COUNTY 1,Elementary Schools,C - Grade Schools,HOWELL K-8 SCHOOL,1
Colorado,DENVER COUNTY 1,Elementary Schools,C - Grade Schools,GREENLEE ELEMENTARY SCHOOL,1
Colorado,DENVER COUNTY 1,Elementary Schools,C - Grade Schools,FAIRMONT K-8 SCHOOL,1
Colorado,DENVER COUNTY 1,Elementary Schools,C - Grade Schools,DENVER GREEN SCHOOL,1
Colorado,DENVER COUNTY 1,Elementary Schools,C - Grade Schools,COLUMBIAN ELEMENTARY SCHOOL,1
Colorado,DENVER COUNTY 1,Elementary Schools,C - Grade Schools,COLFAX ELEMENTARY SCHOOL,1
Colorado,DENVER COUNTY 1,Elementary Schools,C - Grade Schools,CHELTENHAM ELEMENTARY SCHOOL,1
Colorado,DENVER COUNTY 1,Elementary Schools,C - Grade Schools,CESAR CHAVEZ ACADEMY DENVER,1
Colorado,DENVER COUNTY 1,Elementary Schools,C - Grade Schools,BROWN ELEMENTARY SCHOOL,1
Colorado,DENVER COUNTY 1,Elementary Schools,C - Grade Schools,BARRETT ELEMENTARY SCHOOL,1
Colorado,DENVER COUNTY 1,Elementary Schools,C - Grade Schools,AMESSE ELEMENTARY SCHOOL,1
Colorado,DENVER COUNTY 1,Elementary Schools,C - Grade Schools,TREVISTA ECE-8 AT HORACE MANN,1
Colorado,DENVER COUNTY 1,Elementary Schools,C - Grade Schools,SMITH ELEMENTARY SCHOOL,1
Colorado,DENVER COUNTY 1,Elementary Schools,C - Grade Schools,ODYSSEY CHARTER ELEMENTARY SCHOOL,1
Colorado,DENVER COUNTY 1,Elementary Schools,C - Grade Schools,MATHEMATICS AND SCIENCE LEADERSHIP ACADEMY,1
Colorado,DENVER COUNTY 1,Elementary Schools,C - Grade Schools,JOHNSON ELEMENTARY SCHOOL,1
Colorado,DENVER COUNTY 1,Elementary Schools,C - Grade Schools,GILPIN ELEMENTARY SCHOOL,1
Colorado,DENVER COUNTY 1,Elementary Schools,C - Grade Schools,COLUMBINE ELEMENTARY SCHOOL,1
Colorado,DENVER COUNTY 1,Elementary Schools,C - Grade Schools,COLLEGE VIEW ELEMENTARY SCHOOL,1
Colorado,DENVER COUNTY 1,Elementary Schools,C - Grade Schools,COLE ARTS AND SCIENCE ACADEMY,1
Colorado,DENVER COUNTY 1,Elementary Schools,C - Grade Schools,ASHLEY ELEMENTARY SCHOOL,1
Colorado,DENVER COUNTY 1,Elementary Schools,D - Grade Schools,NORTHEAST ACADEMY CHARTER SCHOOL,1
Colorado,DENVER COUNTY 1,Elementary Schools,D - Grade Schools,WYATT-EDISON CHARTER ELEMENTARY SCHOOL,1
Colorado,DENVER COUNTY 1,Elementary Schools,F - Grade Schools,CENTENNIAL K-8 SCHOOL,1
Colorado,DENVER COUNTY 1,High Schools,A - Grade Schools,HIGH TECH EARLY COLLEGE,1
Colorado,DENVER COUNTY 1,High Schools,A - Grade Schools,VENTURE PREP,1
Colorado,DENVER COUNTY 1,High Schools,A - Grade Schools,DSST: STAPLETON,1
Colorado,DENVER COUNTY 1,High Schools,A - Grade Schools,KIPP DENVER COLLEGIATE HIGH SCHOOL,1
Colorado,DENVER COUNTY 1,High Schools,B - Grade Schools,MARTIN LUTHER KING JR. EARLY COLLEGE,1
Colorado,DENVER COUNTY 1,High Schools,B - Grade Schools,DENVER SCHOOL OF THE ARTS,1
Colorado,DENVER COUNTY 1,High Schools,B - Grade Schools,DENVER CENTER FOR INTERNATIONAL STUDIES,1
Colorado,DENVER COUNTY 1,High Schools,B - Grade Schools,FRED N THOMAS CAREER EDUCATION CENTER,1
Colorado,DENVER COUNTY 1,High Schools,B - Grade Schools,COLLEGIATE PREPARATORY ACADEMY,1
Colorado,DENVER COUNTY 1,High Schools,B - Grade Schools,BRUCE RANDOLPH SCHOOL,1
Colorado,DENVER COUNTY 1,High Schools,B - Grade Schools,NORTH HIGH SCHOOL,1
Colorado,DENVER COUNTY 1,High Schools,C - Grade Schools,SOUTH HIGH SCHOOL,1
Colorado,DENVER COUNTY 1,High Schools,C - Grade Schools,EAST HIGH SCHOOL,1
Colorado,DENVER COUNTY 1,High Schools,C - Grade Schools,ABRAHAM LINCOLN HIGH SCHOOL,1
Colorado,DENVER COUNTY 1,High Schools,C - Grade Schools,WEST HIGH SCHOOL,1
Colorado,DENVER COUNTY 1,High Schools,C - Grade Schools,THOMAS JEFFERSON HIGH SCHOOL,1
Colorado,DENVER COUNTY 1,High Schools,C - Grade Schools,SOUTHWEST EARLY COLLEGE CHARTER SCHOOL,1
Colorado,DENVER COUNTY 1,High Schools,C - Grade Schools,MONTBELLO HIGH SCHOOL,1
Colorado,DENVER COUNTY 1,High Schools,C - Grade Schools,MANUAL HIGH SCHOOL,1
Colorado,DENVER COUNTY 1,High Schools,C - Grade Schools,JOHN F KENNEDY HIGH SCHOOL,1
Colorado,DENVER COUNTY 1,High Schools,C - Grade Schools,GEORGE WASHINGTON HIGH SCHOOL,1
Colorado,DENVER COUNTY 1,High Schools,C - Grade Schools,ESCUELA TLATELOLCO SCHOOL,1
Colorado,DENVER COUNTY 1,High Schools,D - Grade Schools,ONLINE HIGH SCHOOL,1
Colorado,DENVER COUNTY 1,Middle Schools,A - Grade Schools,WHITTIER K-8 SCHOOL,1
Colorado,DENVER COUNTY 1,Middle Schools,A - Grade Schools,WEST DENVER PREP: HARVEY PARK CAMPUS,1
Colorado,DENVER COUNTY 1,Middle Schools,A - Grade Schools,WEST DENVER PREP - HIGHLAND CAMPUS,1
Colorado,DENVER COUNTY 1,Middle Schools,A - Grade Schools,WEST DENVER PREP:  FEDERAL CAMPUS,1
Colorado,DENVER COUNTY 1,Middle Schools,A - Grade Schools,KIPP SUNSHINE PEAK ACADEMY,1
Colorado,DENVER COUNTY 1,Middle Schools,A - Grade Schools,WEST DENVER PREP - LAKE CAMPUS,1
Colorado,DENVER COUNTY 1,Middle Schools,A - Grade Schools,SLAVENS K-8 SCHOOL,1
Colorado,DENVER COUNTY 1,Middle Schools,A - Grade Schools,PITT-WALLER K-8 SCHOOL,1
Colorado,DENVER COUNTY 1,Middle Schools,A - Grade Schools,HIGHLINE ACADEMY CHARTER SCHOOL,1
Colorado,DENVER COUNTY 1,Middle Schools,A - Grade Schools,DSST: COLE,1
Colorado,DENVER COUNTY 1,Middle Schools,A - Grade Schools,DSST: STAPLETON,1
Colorado,DENVER COUNTY 1,Middle Schools,A - Grade Schools,DSST: GREEN VALLEY RANCH,1
Colorado,DENVER COUNTY 1,Middle Schools,A - Grade Schools,DENVER GREEN SCHOOL,1
Colorado,DENVER COUNTY 1,Middle Schools,A - Grade Schools,COLE ARTS AND SCIENCE ACADEMY,1
Colorado,DENVER COUNTY 1,Middle Schools,A - Grade Schools,TREVISTA ECE-8 AT HORACE MANN,1
Colorado,DENVER COUNTY 1,Middle Schools,A - Grade Schools,ODYSSEY CHARTER ELEMENTARY SCHOOL,1
Colorado,DENVER COUNTY 1,Middle Schools,B - Grade Schools,WILLIAM (BILL) ROBERTS K-8 SCHOOL,1
Colorado,DENVER COUNTY 1,Middle Schools,B - Grade Schools,SKINNER MIDDLE SCHOOL,1
Colorado,DENVER COUNTY 1,Middle Schools,B - Grade Schools,NORTHEAST ACADEMY CHARTER SCHOOL,1
Colorado,DENVER COUNTY 1,Middle Schools,B - Grade Schools,WYATT-EDISON CHARTER ELEMENTARY SCHOOL,1
Colorado,DENVER COUNTY 1,Middle Schools,B - Grade Schools,PLACE BRIDGE ACADEMY,1
Colorado,DENVER COUNTY 1,Middle Schools,B - Grade Schools,OMAR D BLAIR CHARTER SCHOOL,1
Colorado,DENVER COUNTY 1,Middle Schools,B - Grade Schools,NOEL COMMUNITY ARTS SCHOOL,1
Colorado,DENVER COUNTY 1,Middle Schools,B - Grade Schools,MOREY MIDDLE SCHOOL,1
Colorado,DENVER COUNTY 1,Middle Schools,B - Grade Schools,MERRILL MIDDLE SCHOOL,1
Colorado,DENVER COUNTY 1,Middle Schools,B - Grade Schools,HOWELL K-8 SCHOOL,1
Colorado,DENVER COUNTY 1,Middle Schools,B - Grade Schools,HILL CAMPUS OF ARTS AND SCIENCES,1
Colorado,DENVER COUNTY 1,Middle Schools,B - Grade Schools,GREENWOOD ECE-8,1
Colorado,DENVER COUNTY 1,Middle Schools,B - Grade Schools,GIRLS ATHLETIC LEADERSHIP SCHOOL,1
Colorado,DENVER COUNTY 1,Middle Schools,B - Grade Schools,GRANT RANCH K-8 SCHOOL,1
Colorado,DENVER COUNTY 1,Middle Schools,B - Grade Schools,FAIRMONT K-8 SCHOOL,1
Colorado,DENVER COUNTY 1,Middle Schools,B - Grade Schools,BRYANT WEBSTER K-8 SCHOOL,1
Colorado,DENVER COUNTY 1,Middle Schools,C - Grade Schools,HAMILTON MIDDLE SCHOOL,1
Colorado,DENVER COUNTY 1,Middle Schools,C - Grade Schools,GRANT MIDDLE SCHOOL,1
Colorado,DENVER COUNTY 1,Middle Schools,C - Grade Schools,DCIS AT MONTBELLO,1
Colorado,DENVER COUNTY 1,Middle Schools,C - Grade Schools,HENRY WORLD SCHOOL GRADES 6-8,1
Colorado,DENVER COUNTY 1,Middle Schools,C - Grade Schools,SMILEY MIDDLE SCHOOL,1
Colorado,DENVER COUNTY 1,Middle Schools,C - Grade Schools,PIONEER CHARTER SCHOOL,1
Colorado,DENVER COUNTY 1,Middle Schools,C - Grade Schools,MOORE K-8 SCHOOL,1
